1.491890949000000000e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,0.000000000000000000e+00,1.799999999999999933e-01,-1.199999999999999956e-01,-6.856000000000000227e+01,-1.360000000000000000e+02,5.300000000000000000e+01,-7.000000000000000000e+00,1.010500000000000000e+05
1.491890949009999990e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,-5.999999999999999778e-02,1.199999999999999956e-01,-1.199999999999999956e-01,-6.856000000000000227e+01,-1.360000000000000000e+02,5.300000000000000000e+01,-6.000000000000000000e+00,1.010500000000000000e+05
1.491890949019999981e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.856000000000000227e+01,-1.370000000000000000e+02,5.300000000000000000e+01,-3.000000000000000000e+00,1.010500000000000000e+05
1.491890949029999971e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.999999999999999778e-02,-6.856999999999999318e+01,-1.370000000000000000e+02,5.300000000000000000e+01,-2.000000000000000000e+00,1.010500000000000000e+05
1.491890949039999962e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,5.999999999999999778e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.856999999999999318e+01,-1.370000000000000000e+02,5.400000000000000000e+01,-1.000000000000000000e+00,1.010500000000000000e+05
1.491890949049999952e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.856000000000000227e+01,-1.370000000000000000e+02,5.500000000000000000e+01,-2.000000000000000000e+00,1.010500000000000000e+05
1.491890949059999943e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.040000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.856000000000000227e+01,-1.380000000000000000e+02,5.500000000000000000e+01,-3.000000000000000000e+00,1.010500000000000000e+05
1.491890949069999933e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.040000000000000036e+00,5.999999999999999778e-02,-1.199999999999999956e-01,0.000000000000000000e+00,-6.854999999999999716e+01,-1.370000000000000000e+02,5.700000000000000000e+01,-4.000000000000000000e+00,1.010500000000000000e+05
1.491890949080000162e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,5.999999999999999778e-02,-5.999999999999999778e-02,0.000000000000000000e+00,-6.854000000000000625e+01,-1.370000000000000000e+02,5.700000000000000000e+01,-5.000000000000000000e+00,1.010500000000000000e+05
1.491890949090000153e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.040000000000000036e+00,5.999999999999999778e-02,-5.999999999999999778e-02,5.999999999999999778e-02,-6.854000000000000625e+01,-1.380000000000000000e+02,5.600000000000000000e+01,-6.000000000000000000e+00,1.010500000000000000e+05
1.491890949100000143e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.040000000000000036e+00,5.999999999999999778e-02,0.000000000000000000e+00,5.999999999999999778e-02,-6.854000000000000625e+01,-1.380000000000000000e+02,5.500000000000000000e+01,-4.000000000000000000e+00,1.010500000000000000e+05
1.491890949110000134e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.040000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.999999999999999778e-02,-6.853000000000000114e+01,-1.380000000000000000e+02,5.400000000000000000e+01,-3.000000000000000000e+00,1.010500000000000000e+05
1.491890949120000124e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,0.000000000000000000e+00,5.999999999999999778e-02,1.199999999999999956e-01,-6.854000000000000625e+01,-1.390000000000000000e+02,5.300000000000000000e+01,-4.000000000000000000e+00,1.010500000000000000e+05
1.491890949130000114e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,0.000000000000000000e+00,1.199999999999999956e-01,1.199999999999999956e-01,-6.854000000000000625e+01,-1.380000000000000000e+02,5.300000000000000000e+01,-3.000000000000000000e+00,1.010500000000000000e+05
1.491890949140000105e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.040000000000000036e+00,0.000000000000000000e+00,1.799999999999999933e-01,5.999999999999999778e-02,-6.854000000000000625e+01,-1.370000000000000000e+02,5.400000000000000000e+01,-2.000000000000000000e+00,1.010500000000000000e+05
1.491890949150000095e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.040000000000000036e+00,-1.199999999999999956e-01,1.799999999999999933e-01,0.000000000000000000e+00,-6.853000000000000114e+01,-1.370000000000000000e+02,5.500000000000000000e+01,-2.000000000000000000e+00,1.010500000000000000e+05
1.491890949160000086e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,-1.199999999999999956e-01,3.099999999999999978e-01,0.000000000000000000e+00,-6.853000000000000114e+01,-1.390000000000000000e+02,5.500000000000000000e+01,-2.000000000000000000e+00,1.010500000000000000e+05
1.491890949170000076e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,-1.799999999999999933e-01,3.699999999999999956e-01,0.000000000000000000e+00,-6.853000000000000114e+01,-1.410000000000000000e+02,5.500000000000000000e+01,-2.000000000000000000e+00,1.010500000000000000e+05
1.491890949180000067e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,-2.399999999999999911e-01,4.299999999999999933e-01,-5.999999999999999778e-02,-6.853000000000000114e+01,-1.400000000000000000e+02,5.400000000000000000e+01,0.000000000000000000e+00,1.010500000000000000e+05
1.491890949190000057e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,-3.099999999999999978e-01,3.699999999999999956e-01,-1.199999999999999956e-01,-6.853000000000000114e+01,-1.390000000000000000e+02,5.300000000000000000e+01,0.000000000000000000e+00,1.010500000000000000e+05
1.491890949200000048e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,-3.099999999999999978e-01,4.899999999999999911e-01,-1.199999999999999956e-01,-6.854000000000000625e+01,-1.380000000000000000e+02,5.100000000000000000e+01,0.000000000000000000e+00,1.010500000000000000e+05
1.491890949210000038e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,-3.699999999999999956e-01,5.500000000000000444e-01,-1.799999999999999933e-01,-6.854999999999999716e+01,-1.370000000000000000e+02,5.000000000000000000e+01,0.000000000000000000e+00,1.010500000000000000e+05
1.491890949220000029e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.040000000000000036e+00,-3.699999999999999956e-01,4.899999999999999911e-01,-1.199999999999999956e-01,-6.856000000000000227e+01,-1.380000000000000000e+02,5.000000000000000000e+01,-1.000000000000000000e+00,1.010500000000000000e+05
1.491890949230000019e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.040000000000000036e+00,-2.399999999999999911e-01,4.899999999999999911e-01,-5.999999999999999778e-02,-6.856999999999999318e+01,-1.370000000000000000e+02,5.000000000000000000e+01,-2.000000000000000000e+00,1.010500000000000000e+05
1.491890949240000010e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.040000000000000036e+00,-2.399999999999999911e-01,3.699999999999999956e-01,0.000000000000000000e+00,-6.857999999999999829e+01,-1.380000000000000000e+02,5.100000000000000000e+01,-2.000000000000000000e+00,1.010500000000000000e+05
1.491890949250000000e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,-1.799999999999999933e-01,2.399999999999999911e-01,0.000000000000000000e+00,-6.857999999999999829e+01,-1.400000000000000000e+02,5.400000000000000000e+01,-2.000000000000000000e+00,1.010500000000000000e+05
1.491890949259999990e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,-1.799999999999999933e-01,1.799999999999999933e-01,0.000000000000000000e+00,-6.857999999999999829e+01,-1.410000000000000000e+02,5.400000000000000000e+01,-2.000000000000000000e+00,1.010500000000000000e+05
1.491890949269999981e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,-1.199999999999999956e-01,1.199999999999999956e-01,5.999999999999999778e-02,-6.857999999999999829e+01,-1.420000000000000000e+02,5.400000000000000000e+01,-3.000000000000000000e+00,1.010500000000000000e+05
1.491890949279999971e+09,-1.700000000000000122e-01,-2.000000000000000042e-02,1.030000000000000027e+00,-1.199999999999999956e-01,1.799999999999999933e-01,1.199999999999999956e-01,-6.857999999999999829e+01,-1.420000000000000000e+02,5.600000000000000000e+01,-3.000000000000000000e+00,1.010500000000000000e+05
