1.505653416970999956e+09,1.801054687500000195e+00,1.590292968750000036e+00,8.899892578124999787e+00,0.000000000000000000e+00,1.065264436031695136e-03,2.130528872063390273e-03,2.410000000000000000e+02,-1.340000000000000000e+02,1.470000000000000000e+02,2.756510020628400000e+13
1.505653416976000071e+09,1.791474609375000027e+00,1.590292968750000036e+00,8.909472656250001066e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.130528872063390273e-03,2.410000000000000000e+02,-1.340000000000000000e+02,1.470000000000000000e+02,2.756510020628400000e+13
1.505653416980999947e+09,1.791474609375000027e+00,1.590292968750000036e+00,8.909472656250001066e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.130528872063390273e-03,2.410000000000000000e+02,-1.330000000000000000e+02,1.480000000000000000e+02,2.756510020628400000e+13
1.505653416986000061e+09,1.781894531250000080e+00,1.590292968750000036e+00,8.895102539062500924e+00,1.065264436031695136e-03,0.000000000000000000e+00,3.195793308095085626e-03,2.420000000000000000e+02,-1.340000000000000000e+02,1.480000000000000000e+02,2.756510020628400000e+13
1.505653416990999937e+09,1.796264648437500000e+00,1.604663085937500178e+00,8.880732421875000782e+00,1.065264436031695136e-03,0.000000000000000000e+00,2.130528872063390273e-03,2.420000000000000000e+02,-1.340000000000000000e+02,1.480000000000000000e+02,2.756510020628400000e+13
1.505653416996000051e+09,1.801054687500000195e+00,1.595083007812500009e+00,8.880732421875000782e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.065264436031695136e-03,2.430000000000000000e+02,-1.340000000000000000e+02,1.480000000000000000e+02,2.756510020628400000e+13
1.505653417000999928e+09,1.801054687500000195e+00,1.595083007812500009e+00,8.880732421875000782e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.065264436031695136e-03,2.430000000000000000e+02,-1.330000000000000000e+02,1.480000000000000000e+02,2.756510020628400000e+13
1.505653417006000042e+09,1.815424804687500115e+00,1.585502929687500062e+00,8.871152343750001279e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.065264436031695136e-03,2.440000000000000000e+02,-1.330000000000000000e+02,1.480000000000000000e+02,2.756510020628400000e+13
1.505653417010999918e+09,1.825004882812500062e+00,1.599873046874999982e+00,8.847202148437499858e+00,1.065264436031695136e-03,1.065264436031695136e-03,1.065264436031695136e-03,2.440000000000000000e+02,-1.330000000000000000e+02,1.470000000000000000e+02,2.756510020628400000e+13
1.505653417016000032e+09,1.825004882812500062e+00,1.599873046874999982e+00,8.847202148437499858e+00,1.065264436031695136e-03,1.065264436031695136e-03,1.065264436031695136e-03,2.450000000000000000e+02,-1.340000000000000000e+02,1.460000000000000000e+02,2.756510020628400000e+13
1.505653417020999908e+09,1.796264648437500000e+00,1.580712890625000089e+00,8.866362304687500639e+00,1.065264436031695136e-03,2.130528872063390273e-03,0.000000000000000000e+00,2.450000000000000000e+02,-1.340000000000000000e+02,1.450000000000000000e+02,2.756510020628400000e+13
1.505653417026000023e+09,1.801054687500000195e+00,1.599873046874999982e+00,8.880732421875000782e+00,3.195793308095085626e-03,2.130528872063390273e-03,0.000000000000000000e+00,2.440000000000000000e+02,-1.330000000000000000e+02,1.450000000000000000e+02,2.756939517358000000e+13
1.505653417030999899e+09,1.796264648437500000e+00,1.604663085937500178e+00,8.899892578124999787e+00,6.391586616190171252e-03,3.195793308095085626e-03,1.065264436031695136e-03,2.430000000000000000e+02,-1.330000000000000000e+02,1.450000000000000000e+02,2.756939517358000000e+13
